11010100,0.667
00100111,0.800
10101100,0.923
01100100,0.687
11011000,0.500
00100011,0.857
01011001,0.750
00100010,0.667
11000001,0.000
11101100,0.667
11111011,0.700
01000001,0.000
11001011,0.500
11001000,1.000
10010101,0.000
01001001,0.419
10100001,1.000
01101111,0.893
10010111,0.667
21121121,0.817
21020021,0.333
22220120,0.474
01101001,0.284
00000010,0.423
11001100,0.556
00010011,0.800
00000101,0.703
11011011,0.615
22220121,0.583
01100010,1.000
21021021,0.324
10011100,0.750
20121020,0.023
01011100,1.000
00101010,0.143
10011101,0.556
01001000,0.741
11010000,0.000
11000100,0.333
11011010,0.400
11001001,0.000
11101101,0.275
10111101,0.692
10011111,0.750
10011011,0.250
00101101,0.712
22210101,0.600
00110111,1.000
00110100,0.333
00001000,0.632
22211110,0.333
20021020,0.765
22200111,0.889
22220020,0.131
00001001,0.800
22222201,0.692
01111110,0.714
10110111,0.900
10101000,0.444
10111111,0.739
11010010,0.200
10101010,0.000
11001111,0.667
20020120,0.578
11100111,0.714
00011001,0.667
00111101,1.000
11001010,0.667
00010101,0.714
22201111,0.741
11011101,0.867
11111110,0.545
01110111,0.765
10001111,0.778
00010001,0.875
20020020,0.202
22201001,0.692
01111101,0.835
01001111,0.923
11101001,0.167
00100000,0.500
01001101,0.700
10111100,0.333
22210001,0.667
00001010,0.667
00101001,0.294
22211100,0.333
22222220,0.072
11100000,0.182
21120120,0.412
10111010,0.250
10100100,0.928
11111010,0.000
01010010,0.000
00001011,0.333
01011101,0.625
22201010,0.500
10010011,0.750
22222210,0.308
22200110,1.000
00111010,1.000
01110010,0.385
01001010,1.000
11000011,1.000
22221020,0.750
01000000,0.406
01010110,0.500
20020021,0.412
00000110,0.500
01000111,0.750
01110000,0.250
11000000,0.500
11110100,0.714
10010000,0.500
10011010,0.800
00010010,0.000
10111110,0.556
22200001,0.736
20021121,0.500
10010001,0.636
22220021,0.455
22210010,0.200
11010101,0.667
22221021,0.500
20021021,0.571
10100101,0.200
01100101,0.708
10011110,0.600
00100001,0.935
01111010,0.143
10011000,0.667
22210100,0.000
00000100,0.678
00010111,0.833
21121120,0.788
01001011,0.800
00001110,0.719
00011010,1.000
11100110,1.000
22200101,0.629
01010001,1.000
00011100,0.438
00110110,1.000
10100010,1.000
10110110,0.667
20120120,0.485
22222122,0.765
11100010,0.500
00111001,0.600
01110001,0.333
20120121,0.846
22211111,1.000
11100001,0.000
00100110,0.500
01101110,1.000
22221121,0.727
10001001,0.800
22222022,0.053
11011001,0.556
10010110,0.143
01000100,0.395
01100000,0.433
20021120,0.316
00111100,0.786
11110011,0.636
10111001,1.000
00110011,0.333
21120020,0.227
01111001,0.429
20121121,0.800
01010011,1.000
10000011,1.000
00110001,0.250
10000000,0.500
01110101,0.667
22222211,0.576
00100101,0.892
21021120,0.562
20120021,0.625
01101000,0.452
10011001,1.000
10110011,1.000
11110010,0.200
01010100,0.833
10110010,0.250
21021020,0.565
22022122,0.385
01011010,0.000
22211010,1.000
11010110,0.333
11000101,0.750
21121021,0.650
00000111,1.000
00010110,1.000
01110110,1.000
01111011,0.571
11010011,0.625
10110001,0.800
01010000,0.500
01101010,0.167
10000100,0.750
22122022,0.079
22200100,0.852
22200011,0.471
00111111,0.867
00011110,0.333
00001101,0.538
10101011,0.000
10000110,1.000
21120121,0.600
22210000,0.500
10001110,0.000
01011111,1.000
00101000,0.349
11001110,0.667
10100110,1.000
22201110,0.000
01101100,0.854
11111100,0.667
21121020,0.444
11111111,0.927
01100011,1.000
22201101,0.550
11101010,0.500
11000111,1.000
22222222,0.038
22211000,1.000
01000010,1.000
00011011,0.143
11001101,0.182
10110101,0.667
01110011,0.500
00100100,0.708
00001111,0.656
00001100,0.636
10111011,0.800
11110001,0.600
01001110,0.778
10101111,1.000
00111000,0.667
11101011,0.333
10001100,0.429
01000011,0.500
11101110,0.500
00000000,0.311
01010101,0.333
11110000,0.200
10100111,0.500
21120021,1.000
11110111,0.857
01100001,0.750
20121120,0.556
21020020,0.058
11111001,1.000
00000011,0.947
11011100,0.000
00101100,0.773
01100111,0.923
00101110,0.982
22022022,0.099
10001000,0.917
01001100,0.833
11000010,1.000
01011000,0.667
10110000,0.000
00010000,0.500
20121021,0.179
10000101,0.250
22211011,0.375
10110100,0.923
00011101,0.700
11110110,0.875
00101111,0.916
22210011,0.400
22200010,0.111
10010010,0.185
01111111,0.804
22210111,1.000
00110101,0.625
01101011,0.474
10101110,0.000
22211001,1.000
01111100,0.818
10000010,0.000
01000101,0.926
11100011,0.875
00000001,0.617
11111101,0.632
20020121,0.201
00110000,0.000
01110100,0.971
00010100,0.000
01011011,0.444
10100000,0.800
01011110,0.000
11011111,0.611
00011111,0.778
01101101,0.606
11011110,0.667
11110101,0.750
20120020,0.179
22200000,0.311
01000110,0.500
10001101,1.000
11010001,1.000
22122122,0.618
01111000,0.200
22201100,0.923
00101011,0.400
22222200,0.267
11100100,0.762
22222221,0.647
10101001,0.429
00111110,0.500
01010111,1.000
11101111,0.583
11111000,1.000
11010111,0.333
10101101,0.429
21020120,0.281
11100101,0.455
22201000,0.750
21021121,0.588
22201011,0.667
01100110,0.500
11101000,0.538
